comp.time(s)  comp.peakRAM(MiB)  bin.filesize(MiB)  ssl  threads  datatype  function  optshare  packbool  protocol  rxbuffer  txbuffer  input_size  preprocess  splitroles  verifybuffer  inittime(s)  preproc(s)  runtime_clock(s)  runtime_getTime(s)  runtime_chrono(s)  runtime_external(s)  peakRAM(MiB)  jobCPU(%)
0.02          3                  1                  0    1        256       14        1         0         8         10000     10000     1000        0           2           2                          NA                                                                   1.292083             3             17
0.02          3                  1                  0    1        256       14        1         0         8         10000     10000     1000        0           2           2                          NA                                                                   1.292083             3             14
0.01          3                  1                  0    1        256       14        1         0         8         10000     10000     1000        0           2           2                          NA                                                                   1.292083             7             16
0.02          3                  1                  0    1        256       14        1         0         8         10000     10000     4000        0           2           2                          NA                                                                   1.292083             4             17
0.01          3                  1                  0    1        256       14        1         0         8         10000     10000     4000        0           2           2                          NA                                                                   1.292083             3             17
0.01          3                  1                  0    1        256       14        1         0         8         10000     10000     4000        0           2           2                          NA                                                                   1.292083             5             16
0.02          3                  1                  0    1        256       14        1         0         8         10000     10000     8000        0           2           2                          NA                                                                   1.292083             4             13
0.02          3                  1                  0    1        256       14        1         0         8         10000     10000     8000        0           2           2                          NA                                                                   1.292083             4             15
0.02          3                  1                  0    1        256       14        1         0         8         10000     10000     8000        0           2           2                          NA                                                                   1.292083             9             16
0.01          3                  1                  0    1        256       14        1         0         8         10000     10000     12000       0           2           2                          NA                                                                   1.292083             3             13
0.01          3                  1                  0    1        256       14        1         0         8         10000     10000     12000       0           2           2                          NA                                                                   1.292083             3             17
0.02          3                  1                  0    1        256       14        1         0         8         10000     10000     12000       0           2           2                          NA                                                                   1.292083             7             16
0.02          3                  1                  0    1        256       14        1         0         8         10000     10000     16000       0           2           2                          NA                                                                   1.292083             7             15
0.02          3                  1                  0    1        256       14        1         0         8         10000     10000     16000       0           2           2                          NA                                                                   1.292083             7             16
0.02          3                  1                  0    1        256       14        1         0         8         10000     10000     16000       0           2           2                          NA                                                                   1.292083             4             17
0.02          3                  1                  0    1        256       14        1         0         8         10000     10000     20000       0           2           2                          NA                                                                   1.292083             7             17
0.02          3                  1                  0    1        256       14        1         0         8         10000     10000     20000       0           2           2                          NA                                                                   1.292083             4             14
0.02          3                  1                  0    1        256       14        1         0         8         10000     10000     20000       0           2           2                          NA                                                                   1.292083             5             17
0.02          3                  1                  0    1        256       14        1         0         9         10000     10000     1000        0           2           2                          NA                                                                   1.292083             4             17
0.03          3                  1                  0    1        256       14        1         0         9         10000     10000     1000        0           2           2                          NA                                                                   1.292083             4             15
0.02          3                  1                  0    1        256       14        1         0         9         10000     10000     1000        0           2           2                          NA                                                                   1.292083             4             14
0.02          3                  1                  0    1        256       14        1         0         9         10000     10000     4000        0           2           2                          NA                                                                   1.292083             4             16
0.02          3                  1                  0    1        256       14        1         0         9         10000     10000     4000        0           2           2                          NA                                                                   1.292083             3             13
0.02          3                  1                  0    1        256       14        1         0         9         10000     10000     4000        0           2           2                          NA                                                                   1.292083             4             17
0.01          3                  1                  0    1        256       14        1         0         9         10000     10000     8000        0           2           2                          NA                                                                   1.292083             3             13
0.02          3                  1                  0    1        256       14        1         0         9         10000     10000     8000        0           2           2                          NA                                                                   1.292083             9             17
0.02          3                  1                  0    1        256       14        1         0         9         10000     10000     8000        0           2           2                          NA                                                                   1.292083             4             17
0.02          3                  1                  0    1        256       14        1         0         9         10000     10000     12000       0           2           2                          NA                                                                   1.292083             4             17
0.02          3                  1                  0    1        256       14        1         0         9         10000     10000     12000       0           2           2                          NA                                                                   1.292083             7             17
0.01          3                  1                  0    1        256       14        1         0         9         10000     10000     12000       0           2           2                          NA                                                                   1.292083             3             14
0.02          3                  1                  0    1        256       14        1         0         9         10000     10000     16000       0           2           2                          NA                                                                   1.292083             4             16
0.03          3                  1                  0    1        256       14        1         0         9         10000     10000     16000       0           2           2                          NA                                                                   1.292083             7             15
0.02          3                  1                  0    1        256       14        1         0         9         10000     10000     16000       0           2           2                          NA                                                                   1.292083             4             17
0.02          3                  1                  0    1        256       14        1         0         9         10000     10000     20000       0           2           2                          NA                                                                   1.292083             4             13
0.01          3                  1                  0    1        256       14        1         0         9         10000     10000     20000       0           2           2                          NA                                                                   1.292083             3             14
0.01          3                  1                  0    1        256       14        1         0         9         10000     10000     20000       0           2           2                          NA                                                                   1.292083             4             13
0.01          3                  1                  0    1        256       14        1         0         10        10000     10000     1000        0           2           2                          NA                                                                   1.292083             4             14
0.02          3                  1                  0    1        256       14        1         0         10        10000     10000     1000        0           2           2                          NA                                                                   1.292083             4             13
0.02          3                  1                  0    1        256       14        1         0         10        10000     10000     1000        0           2           2                          NA                                                                   1.292083             4             13
0.02          3                  1                  0    1        256       14        1         0         10        10000     10000     4000        0           2           2                          NA                                                                   1.292083             3             15
0.02          3                  1                  0    1        256       14        1         0         10        10000     10000     4000        0           2           2                          NA                                                                   1.292083             4             14
0.01          3                  1                  0    1        256       14        1         0         10        10000     10000     4000        0           2           2                          NA                                                                   1.292083             4             17
0.02          3                  1                  0    1        256       14        1         0         10        10000     10000     8000        0           2           2                          NA                                                                   1.292083             4             14
0.01          3                  1                  0    1        256       14        1         0         10        10000     10000     8000        0           2           2                          NA                                                                   1.292083             3             17
0.01          3                  1                  0    1        256       14        1         0         10        10000     10000     8000        0           2           2                          NA                                                                   1.292083             4             15
0.02          3                  1                  0    1        256       14        1         0         10        10000     10000     12000       0           2           2                          NA                                                                   1.292083             3             17
0.01          3                  1                  0    1        256       14        1         0         10        10000     10000     12000       0           2           2                          NA                                                                   1.292083             4             14
0.01          3                  1                  0    1        256       14        1         0         10        10000     10000     12000       0           2           2                          NA                                                                   1.292083             3             15
0.02          3                  1                  0    1        256       14        1         0         10        10000     10000     16000       0           2           2                          NA                                                                   1.292083             7             17
0.02          3                  1                  0    1        256       14        1         0         10        10000     10000     16000       0           2           2                          NA                                                                   1.292083             6             17
0.03          3                  1                  0    1        256       14        1         0         10        10000     10000     16000       0           2           2                          NA                                                                   1.292083             3             14
0.01          3                  1                  0    1        256       14        1         0         10        10000     10000     20000       0           2           2                          NA                                                                   1.292083             3             17
0.02          3                  1                  0    1        256       14        1         0         10        10000     10000     20000       0           2           2                          NA                                                                   1.292083             4             15
0.01          3                  1                  0    1        256       14        1         0         10        10000     10000     20000       0           2           2                          NA                                                                   1.292083             4             17
0.02          3                  1                  0    1        256       14        1         0         11        10000     10000     1000        0           2           2                          NA                                                                   1.292083             3             16
0.02          3                  1                  0    1        256       14        1         0         11        10000     10000     1000        0           2           2                          NA                                                                   1.292083             9             15
0.02          3                  1                  0    1        256       14        1         0         11        10000     10000     1000        0           2           2                          NA                                                                   1.292083             4             13
0.02          3                  1                  0    1        256       14        1         0         11        10000     10000     4000        0           2           2                          NA                                                                   1.292083             4             14
0.01          3                  1                  0    1        256       14        1         0         11        10000     10000     4000        0           2           2                          NA                                                                   1.292083             4             15
0.02          3                  1                  0    1        256       14        1         0         11        10000     10000     4000        0           2           2                          NA                                                                   1.292083             7             17
0.01          3                  1                  0    1        256       14        1         0         11        10000     10000     8000        0           2           2                          NA                                                                   1.292083             4             17
0.01          3                  1                  0    1        256       14        1         0         11        10000     10000     8000        0           2           2                          NA                                                                   1.292083             3             12
0.02          3                  1                  0    1        256       14        1         0         11        10000     10000     8000        0           2           2                          NA                                                                   1.292083             3             16
0.02          3                  1                  0    1        256       14        1         0         11        10000     10000     12000       0           2           2                          NA                                                                   1.292083             3             16
0.02          3                  1                  0    1        256       14        1         0         11        10000     10000     12000       0           2           2                          NA                                                                   1.292083             4             17
0.01          3                  1                  0    1        256       14        1         0         11        10000     10000     12000       0           2           2                          NA                                                                   1.292083             9             17
0.02          3                  1                  0    1        256       14        1         0         11        10000     10000     16000       0           2           2                          NA                                                                   1.292083             4             14
0.02          3                  1                  0    1        256       14        1         0         11        10000     10000     16000       0           2           2                          NA                                                                   1.292083             4             15
0.02          3                  1                  0    1        256       14        1         0         11        10000     10000     16000       0           2           2                          NA                                                                   1.292083             4             14
0.01          3                  1                  0    1        256       14        1         0         11        10000     10000     20000       0           2           2                          NA                                                                   1.292083             4             14
0.02          3                  1                  0    1        256       14        1         0         11        10000     10000     20000       0           2           2                          NA                                                                   1.292083             4             17
0.02          3                  1                  0    1        256       14        1         0         11        10000     10000     20000       0           2           2                          NA                                                                   1.292083             4             15
0.03          3                  1                  0    1        256       14        1         0         12        10000     10000     1000        0           2           2                          NA                                                                   1.292083             4             17
0.01          3                  1                  0    1        256       14        1         0         12        10000     10000     1000        0           2           2                          NA                                                                   1.292083             4             14
0.01          3                  1                  0    1        256       14        1         0         12        10000     10000     1000        0           2           2                          NA                                                                   1.292083             4             17
0.01          3                  1                  0    1        256       14        1         0         12        10000     10000     4000        0           2           2                          NA                                                                   1.292083             7             15
0.01          3                  1                  0    1        256       14        1         0         12        10000     10000     4000        0           2           2                          NA                                                                   1.292083             3             17
0.01          3                  1                  0    1        256       14        1         0         12        10000     10000     4000        0           2           2                          NA                                                                   1.292083             4             13
0.02          3                  1                  0    1        256       14        1         0         12        10000     10000     8000        0           2           2                          NA                                                                   1.292083             3             17
0.02          3                  1                  0    1        256       14        1         0         12        10000     10000     8000        0           2           2                          NA                                                                   1.292083             4             16
0.01          3                  1                  0    1        256       14        1         0         12        10000     10000     8000        0           2           2                          NA                                                                   1.292083             3             17
0.02          3                  1                  0    1        256       14        1         0         12        10000     10000     12000       0           2           2                          NA                                                                   1.292083             7             15
0.02          3                  1                  0    1        256       14        1         0         12        10000     10000     12000       0           2           2                          NA                                                                   1.292083             3             16
0.02          3                  1                  0    1        256       14        1         0         12        10000     10000     12000       0           2           2                          NA                                                                   1.292083             4             15
0.01          3                  1                  0    1        256       14        1         0         12        10000     10000     16000       0           2           2                          NA                                                                   1.292083             4             14
0.01          3                  1                  0    1        256       14        1         0         12        10000     10000     16000       0           2           2                          NA                                                                   1.292083             4             17
0.03          3                  1                  0    1        256       14        1         0         12        10000     10000     16000       0           2           2                          NA                                                                   1.292083             4             13
0.01          3                  1                  0    1        256       14        1         0         12        10000     10000     20000       0           2           2                          NA                                                                   1.292083             3             16
0.03          3                  1                  0    1        256       14        1         0         12        10000     10000     20000       0           2           2                          NA                                                                   1.292083             4             15
0.01          3                  1                  0    1        256       14        1         0         12        10000     10000     20000       0           2           2                          NA                                                                   1.292083             4             17
